transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
58223423237,268138,17-02-2014,6,5,3,1398,440.37,4634.37,e-Shop
60560888204,271250,17-02-2014,10,6,2,707,148.47,1562.47,Flagship store
22643667930,271489,17-02-2014,12,6,1,1225,128.625,1353.625,TeleShop
12161898302,274402,17-02-2014,1,2,-1,-891,93.555,-984.555,TeleShop
43561027610,270244,17-02-2014,8,3,1,728,76.44,804.44,e-Shop
40604748560,269387,17-02-2014,6,5,5,760,399,4199,Flagship store
8868056339,268145,17-02-2014,2,6,-2,-152,31.92,-335.92,e-Shop
78600072636,273067,17-02-2014,9,3,3,446,140.49,1478.49,TeleShop
79792372943,275108,17-02-2014,3,1,3,908,286.02,3010.02,MBR
94418788162,267559,17-02-2014,10,6,1,620,65.1,685.1,TeleShop
86635642295,271763,17-02-2014,12,6,5,562,295.05,3105.05,Flagship store
75980673312,270678,17-02-2014,7,5,4,1377,578.34,6086.34,TeleShop
88830495604,269018,17-02-2014,10,6,4,307,128.94,1356.94,MBR
19729968655,269162,16-02-2014,10,5,2,721,151.41,1593.41,e-Shop
8709975598,269867,16-02-2014,11,5,3,1243,391.545,4120.545,e-Shop
56483064719,270108,16-02-2014,4,3,2,1037,217.77,2291.77,e-Shop
55452156634,273734,16-02-2014,3,5,5,778,408.45,4298.45,e-Shop
22461440770,270294,16-02-2014,4,3,5,1060,556.5,5856.5,e-Shop
4067131912,274014,16-02-2014,3,5,4,332,139.44,1467.44,e-Shop
59201497276,273506,16-02-2014,12,6,3,537,169.155,1780.155,MBR
51750724947,273420,16-02-2014,6,5,2,791,166.11,1748.11,TeleShop
45848212352,268592,16-02-2014,1,2,3,1029,324.135,3411.135,TeleShop
79449440045,271561,16-02-2014,8,3,4,498,209.16,2201.16,e-Shop
83108241933,273896,16-02-2014,4,1,2,574,120.54,1268.54,e-Shop
84867095544,267360,16-02-2014,8,3,3,674,212.31,2234.31,e-Shop
92825360774,267072,16-02-2014,1,2,5,803,421.575,4436.575,e-Shop
76990911956,270148,16-02-2014,4,3,4,448,188.16,1980.16,Flagship store
93274880719,271509,16-02-2014,11,6,3,1363,429.345,4518.345,e-Shop
86612653865,274813,16-02-2014,2,6,3,1271,400.365,4213.365,e-Shop
10262222991,272069,15-02-2014,7,5,3,1462,460.53,4846.53,e-Shop
34544863855,269388,15-02-2014,11,6,2,922,193.62,2037.62,Flagship store
22781866776,271875,15-02-2014,2,6,4,428,179.76,1891.76,TeleShop
4449802598,271355,15-02-2014,12,6,4,999,419.58,4415.58,TeleShop
3530523263,272777,15-02-2014,10,6,2,582,122.22,1286.22,MBR
8433718881,271912,15-02-2014,11,6,2,1438,301.98,3177.98,MBR
21494029219,268052,15-02-2014,4,2,4,228,95.76,1007.76,e-Shop
56419730266,268772,15-02-2014,11,5,1,1213,127.365,1340.365,e-Shop
50076728598,269014,15-02-2014,8,3,4,581,244.02,2568.02,e-Shop
35243275448,273075,15-02-2014,2,6,4,1168,490.56,5162.56,TeleShop
10942311291,271297,15-02-2014,3,1,2,756,158.76,1670.76,Flagship store
63352996926,272145,15-02-2014,5,3,4,1342,563.64,5931.64,Flagship store
73713102191,268867,15-02-2014,1,1,1,714,74.97,788.97,MBR
70043127245,271595,15-02-2014,8,3,1,1461,153.405,1614.405,TeleShop
85713951101,274609,15-02-2014,12,5,5,968,508.2,5348.2,TeleShop
82975337804,272529,15-02-2014,4,4,4,869,364.98,3840.98,Flagship store
84116465142,271368,15-02-2014,10,5,5,788,413.7,4353.7,MBR
62672834763,268855,14-02-2014,4,3,3,1363,429.345,4518.345,e-Shop
57134739558,270625,14-02-2014,1,1,5,595,312.375,3287.375,TeleShop
57112244235,268076,14-02-2014,10,3,4,167,70.14,738.14,Flagship store
6993051511,271658,14-02-2014,11,6,2,476,99.96,1051.96,e-Shop
28621201753,271310,14-02-2014,10,6,-4,-219,91.98,-967.98,e-Shop
2934877504,271859,14-02-2014,3,2,4,1274,535.08,5631.08,Flagship store
56835507985,271744,14-02-2014,6,5,4,378,158.76,1670.76,MBR
31183475305,273474,14-02-2014,9,3,2,706,148.26,1560.26,e-Shop
50177628799,273763,14-02-2014,4,2,3,803,252.945,2661.945,MBR
30489975482,274689,14-02-2014,10,3,4,1002,420.84,4428.84,MBR
85198716539,269275,14-02-2014,10,3,1,96,10.08,106.08,TeleShop
85284647047,271924,14-02-2014,2,6,2,367,77.07,811.07,Flagship store
92809340294,271061,14-02-2014,4,3,3,1004,316.26,3328.26,e-Shop
81262483026,268956,14-02-2014,9,3,4,700,294,3094,TeleShop
99503089534,274266,14-02-2014,8,3,1,1370,143.85,1513.85,Flagship store
88321457472,269907,14-02-2014,10,3,5,621,326.025,3431.025,e-Shop
75927432534,267500,14-02-2014,1,4,2,845,177.45,1867.45,e-Shop
70614782851,269140,14-02-2014,2,6,4,342,143.64,1511.64,TeleShop
64655688681,268136,14-02-2014,1,4,5,153,80.325,845.325,TeleShop
16952157158,271493,13-02-2014,4,4,2,1200,252,2652,e-Shop
7719443790,271312,13-02-2014,10,3,4,1135,476.7,5016.7,e-Shop
58500805392,267375,13-02-2014,4,4,3,85,26.775,281.775,TeleShop
6801834681,273174,13-02-2014,4,1,1,642,67.41,709.41,Flagship store
10655853079,267375,13-02-2014,6,5,4,1486,624.12,6568.12,TeleShop
21685086436,274152,13-02-2014,2,6,3,765,240.975,2535.975,Flagship store
36041524849,274408,13-02-2014,3,5,3,771,242.865,2555.865,Flagship store
58780907716,270071,13-02-2014,11,6,2,819,171.99,1809.99,MBR
35353613089,270207,13-02-2014,4,1,3,126,39.69,417.69,Flagship store
2737048693,270263,13-02-2014,4,2,4,1108,465.36,4897.36,e-Shop
84834490422,271596,13-02-2014,4,1,-4,-447,187.74,-1975.74,e-Shop
78324020330,273304,13-02-2014,11,6,3,765,240.975,2535.975,e-Shop
88853694830,268444,13-02-2014,4,4,3,80,25.2,265.2,MBR
87149439767,273848,13-02-2014,6,5,3,1288,405.72,4269.72,TeleShop
89646857855,273598,13-02-2014,11,6,4,755,317.1,3337.1,MBR
12323853707,273552,12/2/2014,12,6,4,510,214.2,2254.2,TeleShop
60596009595,274652,12/2/2014,12,5,4,183,76.86,808.86,MBR
17146707816,274897,12/2/2014,12,5,3,622,195.93,2061.93,MBR
36792372906,275246,12/2/2014,2,6,1,1185,124.425,1309.425,e-Shop
38821078489,267025,12/2/2014,10,6,4,933,391.86,4123.86,e-Shop
23525861068,268100,12/2/2014,1,2,3,1318,415.17,4369.17,TeleShop
15403541663,266794,12/2/2014,3,2,2,322,67.62,711.62,e-Shop
45649838090,273667,12/2/2014,11,6,1,1450,152.25,1602.25,e-Shop
33433865581,269772,12/2/2014,4,2,3,1035,326.025,3431.025,TeleShop
55245382907,270810,12/2/2014,4,3,2,979,205.59,2163.59,TeleShop
74023090711,271180,12/2/2014,8,3,3,271,85.365,898.365,Flagship store
76916560921,268720,12/2/2014,10,6,-4,-348,146.16,-1538.16,e-Shop
79536458466,271944,12/2/2014,1,1,2,996,209.16,2201.16,e-Shop
69329009642,273799,12/2/2014,9,3,1,357,37.485,394.485,TeleShop
89214951500,273322,12/2/2014,12,6,1,1166,122.43,1288.43,TeleShop
78753279494,269758,12/2/2014,10,5,3,952,299.88,3155.88,MBR
97409887219,267466,12/2/2014,4,4,1,78,8.19,86.19,e-Shop
65228973233,270009,12/2/2014,11,5,2,301,63.21,665.21,e-Shop
83661978186,274678,12/2/2014,10,3,2,325,68.25,718.25,e-Shop
50149714801,270330,11/2/2014,10,6,5,1453,762.825,8027.825,Flagship store
39874643292,267524,11/2/2014,4,2,3,834,262.71,2764.71,e-Shop
59774938687,272137,11/2/2014,12,6,-1,-541,56.805,-597.805,e-Shop
26982813520,274048,11/2/2014,12,5,2,1410,296.1,3116.1,MBR
16894888318,273946,11/2/2014,11,6,1,1238,129.99,1367.99,e-Shop
2663044947,268959,11/2/2014,4,1,5,1440,756,7956,e-Shop
34493454984,269413,11/2/2014,4,4,3,1236,389.34,4097.34,MBR
17363873507,274693,11/2/2014,2,6,2,647,135.87,1429.87,TeleShop
43134751727,268487,11/2/2014,3,2,1,611,64.155,675.155,e-Shop
48458724845,274880,11/2/2014,11,5,4,431,181.02,1905.02,Flagship store
18326377260,269601,11/2/2014,4,2,4,710,298.2,3138.2,Flagship store
19332389714,267634,11/2/2014,3,1,2,335,70.35,740.35,Flagship store
6707537285,269933,11/2/2014,4,2,2,1196,251.16,2643.16,TeleShop
32636903929,270875,11/2/2014,10,3,-2,-316,66.36,-698.36,e-Shop
44081602885,274345,11/2/2014,11,5,2,1437,301.77,3175.77,MBR
77013937426,274781,11/2/2014,5,3,1,588,61.74,649.74,TeleShop
74015278814,269847,11/2/2014,4,1,5,1406,738.15,7768.15,TeleShop
67749427752,272137,11/2/2014,3,1,3,214,67.41,709.41,Flagship store
63521826176,272561,11/2/2014,3,1,4,1101,462.42,4866.42,e-Shop
75365399021,274526,11/2/2014,10,5,4,1251,525.42,5529.42,Flagship store
19792156528,268098,10/2/2014,3,2,1,711,74.655,785.655,TeleShop
46596657080,270631,10/2/2014,8,3,1,906,95.13,1001.13,TeleShop
163194840,268845,10/2/2014,3,5,4,1093,459.06,4831.06,Flagship store
42749293387,271872,10/2/2014,4,1,1,87,9.135,96.135,e-Shop
52367686566,271735,10/2/2014,12,5,5,312,163.8,1723.8,MBR
19030689527,274511,10/2/2014,11,6,1,542,56.91,598.91,e-Shop
47710448314,269932,10/2/2014,12,6,-4,-666,279.72,-2943.72,e-Shop
22385705298,269188,10/2/2014,7,5,5,554,290.85,3060.85,e-Shop
59105495602,268995,10/2/2014,9,3,4,479,201.18,2117.18,Flagship store
38825384480,267297,10/2/2014,12,5,4,725,304.5,3204.5,e-Shop
83881310302,268713,10/2/2014,11,6,5,452,237.3,2497.3,MBR
81261371045,273625,10/2/2014,10,3,2,815,171.15,1801.15,MBR
88990481317,273646,10/2/2014,5,3,1,239,25.095,264.095,MBR
85157626424,271384,10/2/2014,3,2,2,447,93.87,987.87,e-Shop
64586839639,269225,10/2/2014,4,2,4,813,341.46,3593.46,TeleShop
97048148140,268101,10/2/2014,4,3,4,1456,611.52,6435.52,Flagship store
80632003085,268801,10/2/2014,10,6,4,857,359.94,3787.94,e-Shop
80509578375,273454,10/2/2014,8,3,3,771,242.865,2555.865,e-Shop
45988245637,270375,9/2/2014,10,5,3,970,305.55,3215.55,e-Shop
27576087298,270419,9/2/2014,11,6,-2,-856,179.76,-1891.76,MBR
62539388511,271683,9/2/2014,1,2,3,77,24.255,255.255,e-Shop
40251543872,270018,9/2/2014,4,1,1,1149,120.645,1269.645,e-Shop
23333535918,267067,9/2/2014,7,5,2,306,64.26,676.26,e-Shop
33632846691,268606,9/2/2014,3,1,-5,-1146,601.65,-6331.65,e-Shop
4346259881,269947,9/2/2014,8,3,5,857,449.925,4734.925,TeleShop
39579115484,267463,9/2/2014,10,3,3,815,256.725,2701.725,MBR
7038716135,272172,9/2/2014,7,5,3,519,163.485,1720.485,e-Shop
33587223995,267662,9/2/2014,12,5,2,334,70.14,738.14,e-Shop
8378457026,273358,9/2/2014,10,3,5,494,259.35,2729.35,e-Shop
37044229807,269776,9/2/2014,4,4,1,613,64.365,677.365,e-Shop
67548143862,272515,9/2/2014,1,4,-2,-586,123.06,-1295.06,MBR
75768838702,269808,9/2/2014,5,3,3,1381,435.015,4578.015,TeleShop
72558029032,267467,9/2/2014,1,4,4,611,256.62,2700.62,Flagship store
83012826863,272365,9/2/2014,11,5,4,825,346.5,3646.5,MBR
78615435064,270111,9/2/2014,4,3,2,1069,224.49,2362.49,Flagship store
65766709899,266843,9/2/2014,2,6,5,934,490.35,5160.35,TeleShop
88707635548,267754,9/2/2014,4,2,1,257,26.985,283.985,e-Shop
86159101262,270240,9/2/2014,12,5,3,680,214.2,2254.2,e-Shop
56288202501,267656,8/2/2014,10,6,-3,-421,132.615,-1395.615,e-Shop
1255149551,268364,8/2/2014,12,5,1,495,51.975,546.975,TeleShop
364208039,271694,8/2/2014,3,5,3,935,294.525,3099.525,e-Shop
13264686077,273267,8/2/2014,4,2,4,1177,494.34,5202.34,e-Shop
28977973301,273368,8/2/2014,12,6,5,627,329.175,3464.175,MBR
60419542443,273598,8/2/2014,12,5,2,849,178.29,1876.29,e-Shop
38646806488,273353,8/2/2014,11,6,2,787,165.27,1739.27,e-Shop
6002148986,268402,8/2/2014,10,3,3,537,169.155,1780.155,Flagship store
14834552371,274650,8/2/2014,12,5,1,498,52.29,550.29,Flagship store
24352273509,273140,8/2/2014,4,4,5,621,326.025,3431.025,e-Shop
17363351082,267926,8/2/2014,2,6,1,1398,146.79,1544.79,MBR
61981174638,272143,8/2/2014,4,4,2,615,129.15,1359.15,TeleShop
90855483222,274895,8/2/2014,5,3,1,372,39.06,411.06,Flagship store
68620999310,273660,8/2/2014,4,3,4,1202,504.84,5312.84,e-Shop
90375459981,269269,8/2/2014,4,3,4,232,97.44,1025.44,e-Shop
76880074300,275227,8/2/2014,10,5,3,298,93.87,987.87,MBR
65582112405,267243,8/2/2014,1,1,-3,-1259,396.585,-4173.585,e-Shop
93495212754,269950,8/2/2014,12,5,2,646,135.66,1427.66,Flagship store
93868053857,270042,8/2/2014,10,3,5,1393,731.325,7696.325,e-Shop
33632846691,268606,7/2/2014,3,1,-5,-1146,601.65,-6331.65,e-Shop
45033226236,274250,7/2/2014,1,4,2,1326,278.46,2930.46,e-Shop
12161898302,274402,7/2/2014,1,2,1,891,93.555,984.555,TeleShop
39489465631,275082,7/2/2014,10,6,2,403,84.63,890.63,MBR
41870403334,273965,7/2/2014,1,4,5,510,267.75,2817.75,e-Shop
57797450946,272395,7/2/2014,12,6,5,80,42,442,Flagship store
59774938687,272137,7/2/2014,12,6,1,541,56.805,597.805,e-Shop
54468563132,270773,7/2/2014,1,2,1,949,99.645,1048.645,e-Shop
15209954032,267704,7/2/2014,10,6,4,784,329.28,3465.28,e-Shop
7699070022,268670,7/2/2014,1,2,1,1183,124.215,1307.215,e-Shop
54730601969,274917,7/2/2014,1,1,5,102,53.55,563.55,e-Shop
52050513659,272985,7/2/2014,4,2,3,1389,437.535,4604.535,e-Shop
34021802745,271577,7/2/2014,3,1,4,1247,523.74,5511.74,Flagship store
59849740275,270405,7/2/2014,3,5,5,260,136.5,1436.5,TeleShop
27835361772,273083,7/2/2014,3,1,4,1141,479.22,5043.22,e-Shop
33904181275,272874,7/2/2014,12,5,5,556,291.9,3071.9,e-Shop
3030817826,269741,7/2/2014,5,3,1,493,51.765,544.765,e-Shop
84834490422,271596,7/2/2014,4,1,4,447,187.74,1975.74,e-Shop
76916560921,268720,7/2/2014,10,6,4,348,146.16,1538.16,e-Shop
77738613519,275104,7/2/2014,10,5,4,1219,511.98,5387.98,e-Shop
99564160197,275204,7/2/2014,2,6,-5,-868,455.7,-4795.7,MBR
90027428071,275056,7/2/2014,4,1,2,401,84.21,886.21,TeleShop
75588795256,268275,7/2/2014,4,2,-5,-1144,600.6,-6320.6,e-Shop
70614471898,274772,7/2/2014,3,1,5,163,85.575,900.575,TeleShop
98359405385,274331,7/2/2014,3,5,-4,-1314,551.88,-5807.88,MBR
85541056281,273367,7/2/2014,8,3,5,303,159.075,1674.075,MBR
52563546033,270178,6/2/2014,9,3,5,733,384.825,4049.825,TeleShop
28640836748,269049,6/2/2014,3,1,5,1293,678.825,7143.825,Flagship store
21165396469,271101,6/2/2014,11,6,4,427,179.34,1887.34,TeleShop
61647375755,271935,6/2/2014,3,2,2,282,59.22,623.22,Flagship store
22635337610,273863,6/2/2014,10,5,2,1137,238.77,2512.77,TeleShop
61800180485,273363,6/2/2014,3,2,3,575,181.125,1906.125,TeleShop
28010239247,273871,6/2/2014,2,6,4,897,376.74,3964.74,MBR
32722184372,269527,6/2/2014,10,5,1,688,72.24,760.24,e-Shop
10535054637,273221,6/2/2014,6,5,4,1145,480.9,5060.9,TeleShop
9107602878,266900,6/2/2014,3,1,2,666,139.86,1471.86,Flagship store
33661068980,273651,6/2/2014,11,5,1,707,74.235,781.235,e-Shop
8890120338,272794,6/2/2014,10,5,1,615,64.575,679.575,e-Shop
56624369341,270072,6/2/2014,6,5,1,428,44.94,472.94,Flagship store
57234040200,272816,6/2/2014,7,5,5,1477,775.425,8160.425,MBR
91565824523,267833,6/2/2014,12,6,2,571,119.91,1261.91,e-Shop
78935183480,275010,6/2/2014,3,1,2,1262,265.02,2789.02,e-Shop
80187350207,269221,6/2/2014,11,5,1,497,52.185,549.185,e-Shop
71352894214,269787,6/2/2014,3,5,1,96,10.08,106.08,Flagship store
77645508568,275134,6/2/2014,10,5,3,1052,331.38,3487.38,Flagship store
81111550420,274369,6/2/2014,10,6,5,1335,700.875,7375.875,MBR
27576087298,270419,5/2/2014,11,6,2,856,179.76,1891.76,MBR
51473331806,267794,5/2/2014,1,1,3,292,91.98,967.98,TeleShop
14735497960,270253,5/2/2014,4,1,1,225,23.625,248.625,TeleShop
16495297625,270148,5/2/2014,5,3,4,998,419.16,4411.16,Flagship store
41451156208,272672,5/2/2014,1,2,2,269,56.49,594.49,Flagship store
28621201753,271310,5/2/2014,10,6,4,219,91.98,967.98,e-Shop
46654312080,271152,5/2/2014,3,5,2,1106,232.26,2444.26,e-Shop
34370573493,269370,5/2/2014,9,3,2,83,17.43,183.43,MBR
33588407342,271494,5/2/2014,3,5,4,559,234.78,2470.78,e-Shop
46019709226,272852,5/2/2014,11,5,1,882,92.61,974.61,TeleShop
33632846691,268606,5/2/2014,3,1,5,1146,601.65,6331.65,e-Shop
95462385777,273023,5/2/2014,11,6,-5,-1453,762.825,-8027.825,e-Shop
78340008725,273096,5/2/2014,2,6,2,598,125.58,1321.58,MBR
94902984271,270831,5/2/2014,8,3,-5,-1221,641.025,-6746.025,Flagship store
67958065319,270714,5/2/2014,12,6,2,306,64.26,676.26,e-Shop
92456150942,267489,5/2/2014,1,1,-4,-587,246.54,-2594.54,TeleShop
75588795256,268275,5/2/2014,4,2,5,1144,600.6,6320.6,e-Shop
21306057166,269711,4/2/2014,6,5,1,207,21.735,228.735,TeleShop
38796532648,268931,4/2/2014,4,3,5,1076,564.9,5944.9,Flagship store
51203180395,270481,4/2/2014,2,6,1,1044,109.62,1153.62,Flagship store
1278547891,270252,4/2/2014,1,4,2,1477,310.17,3264.17,e-Shop
32815955218,275225,4/2/2014,10,3,4,370,155.4,1635.4,MBR
6522235782,269285,4/2/2014,3,1,3,907,285.705,3006.705,e-Shop
56288202501,267656,4/2/2014,10,6,3,421,132.615,1395.615,e-Shop
47710448314,269932,4/2/2014,12,6,4,666,279.72,2943.72,e-Shop
61686001091,275196,4/2/2014,1,4,5,1156,606.9,6386.9,MBR
59263063850,272795,4/2/2014,11,6,3,496,156.24,1644.24,e-Shop
17471192489,271500,4/2/2014,4,4,-4,-526,220.92,-2324.92,TeleShop
95462385777,273023,4/2/2014,11,6,5,1453,762.825,8027.825,e-Shop
73384846911,273877,4/2/2014,10,3,-3,-97,30.555,-321.555,Flagship store
96960790073,273836,4/2/2014,4,4,2,663,139.23,1465.23,MBR
33506637829,271012,3/2/2014,12,5,5,799,419.475,4414.475,e-Shop
27482838740,268569,3/2/2014,4,3,4,844,354.48,3730.48,MBR
22828723502,272596,3/2/2014,4,1,4,240,100.8,1060.8,e-Shop
19238160624,268057,3/2/2014,4,2,2,667,140.07,1474.07,MBR
44279555583,270455,3/2/2014,4,1,3,1190,374.85,3944.85,MBR
26657504316,271288,3/2/2014,7,5,1,1051,110.355,1161.355,Flagship store
38807835117,269786,3/2/2014,7,5,-5,-245,128.625,-1353.625,Flagship store
36980780606,269537,3/2/2014,5,3,4,859,360.78,3796.78,e-Shop
49910782959,275088,3/2/2014,10,6,5,1158,607.95,6397.95,MBR
49866131360,268571,3/2/2014,10,6,3,1195,376.425,3961.425,e-Shop
6194846096,270044,3/2/2014,8,3,5,309,162.225,1707.225,Flagship store
40128462174,273020,3/2/2014,1,2,2,1362,286.02,3010.02,e-Shop
46405253470,271583,3/2/2014,6,5,3,509,160.335,1687.335,e-Shop
41630872980,269697,3/2/2014,8,3,5,1163,610.575,6425.575,TeleShop
17188218954,274479,3/2/2014,3,2,2,501,105.21,1107.21,Flagship store
15299506861,274982,3/2/2014,11,5,1,548,57.54,605.54,e-Shop
39269527891,274811,3/2/2014,4,3,5,1376,722.4,7602.4,e-Shop
4144418176,274554,3/2/2014,11,5,4,995,417.9,4397.9,e-Shop
39331157930,273081,3/2/2014,8,3,3,905,285.075,3000.075,e-Shop
4295223327,272031,3/2/2014,9,3,4,527,221.34,2329.34,Flagship store
92456150942,267489,3/2/2014,1,1,4,587,246.54,2594.54,TeleShop
91386723763,269188,3/2/2014,8,3,3,736,231.84,2439.84,TeleShop
69697587133,267045,3/2/2014,6,5,5,467,245.175,2580.175,e-Shop
96260208601,271379,3/2/2014,1,2,4,221,92.82,976.82,MBR
74761759329,267464,3/2/2014,4,2,1,930,97.65,1027.65,TeleShop
84097282175,269273,3/2/2014,1,2,-3,-1207,380.205,-4001.205,e-Shop
73384846911,273877,3/2/2014,10,3,3,97,30.555,321.555,Flagship store
97988621875,274923,3/2/2014,7,5,3,837,263.655,2774.655,e-Shop
69670072494,267594,3/2/2014,9,3,-1,-176,18.48,-194.48,MBR
75739743151,271426,3/2/2014,10,5,1,1119,117.495,1236.495,Flagship store
92912620218,273184,3/2/2014,3,1,1,1034,108.57,1142.57,e-Shop
32254231201,274148,2/2/2014,4,1,2,135,28.35,298.35,Flagship store
44712169710,268835,2/2/2014,2,6,1,1132,118.86,1250.86,MBR
11824708239,274999,2/2/2014,1,1,1,1430,150.15,1580.15,e-Shop
2308796520,271367,2/2/2014,12,5,1,181,19.005,200.005,e-Shop
56705966619,274984,2/2/2014,12,5,4,631,265.02,2789.02,MBR
54450927619,271534,2/2/2014,1,1,4,172,72.24,760.24,e-Shop
11737727324,272392,2/2/2014,8,3,-4,-402,168.84,-1776.84,MBR
7338933735,271474,2/2/2014,6,5,-4,-173,72.66,-764.66,TeleShop
28026773569,268855,2/2/2014,11,5,5,476,249.9,2629.9,MBR
34115286752,266918,2/2/2014,10,6,-3,-1381,435.015,-4578.015,TeleShop
12521530918,269259,2/2/2014,1,4,4,1424,598.08,6294.08,e-Shop
27554857220,268635,2/2/2014,3,5,1,705,74.025,779.025,MBR
23061342609,267265,2/2/2014,2,6,5,1469,771.225,8116.225,TeleShop
46014921346,268171,2/2/2014,10,5,2,1275,267.75,2817.75,Flagship store
10234543774,268164,2/2/2014,1,4,4,526,220.92,2324.92,MBR
58350344910,266820,2/2/2014,10,6,1,447,46.935,493.935,Flagship store
84926678995,267489,2/2/2014,3,2,2,354,74.34,782.34,MBR
